代码,日期,股票名字,收盘价,涨幅%,成交额(万元),自由流通市值(万元),集合竞价成交额(万元),集合竞价涨幅%,首次涨停时间,最后涨停时间,连板数,涨停统计
600100.SH,20250918,同方股份,7.93,-1.49,68408.93,1815618.7866439999,101.959,0.1242236024844745,,,,
000848.SZ,20250918,承德露露,8.59,-1.49,11690.82,519370.476672,46.2,0.34403669724769603,,,,
300517.SZ,20250918,海波重科,11.23,-1.49,7928.15,110438.75889099999,42.8204,0.7017543859649145,,,,
300848.SZ,20250918,美瑞新材,16.51,-1.49,5744.75,206872.19865,1.8458,0.11933174224343368,,,,
301602.SZ,20250918,超研股份,25.09,-1.49,8886.83,146409.995316,20.2319,0.5496662740479108,,,,
600106.SH,20250918,重庆路桥,6.6,-1.49,27512.73,639560.2818,120.7937,-0.4477611940298498,,,,
301586.SZ,20250918,佳力奇,49.5,-1.49,10035.7,170593.71615,14.07,0.0,,,,
001260.SZ,20250918,坤泰股份,19.8,-1.49,3512.07,62865.0,32.368,0.6467661691542226,,,,
000820.SZ,20250918,*ST节能,2.64,-1.49,1302.3,76309.11974400001,0.0,-100.0,,,,
300046.SZ,20250918,台基股份,40.24,-1.49,77325.22,701276.044904,151.6618,-0.46511627906977715,,,,
603569.SH,20250918,长久物流,9.23,-1.49,9534.22,161200.331058,19.2905,0.4268943436499528,,,,
300253.SZ,20250918,卫宁健康,9.23,-1.49,54128.52,1642965.131444,152.1597,0.4268943436499528,,,,
002566.SZ,20250918,益盛药业,7.91,-1.49,3314.42,157767.58798500002,27.5994,0.49813200498132204,,,,
000400.SZ,20250918,许继电气,23.73,-1.49,91833.43,1484109.332265,535.5207,0.0,,,,
600583.SH,20250918,海油工程,5.27,-1.5,27088.06,1039483.3059569999,75.0605,0.0,,,,
601566.SH,20250918,九牧王,8.56,-1.5,3876.47,136596.72216,8.3712,0.3452243958573131,,,,
003033.SZ,20250918,征和工业,52.02,-1.5,26787.59,135480.716334,396.3708,0.20829388373413416,,,,
603709.SH,20250918,中源家居,14.48,-1.5,7168.88,53416.30008,46.5468,0.20408163265306367,,,,
300683.SZ,20250918,海特生物,38.13,-1.5,26278.27,279501.063633,108.864,0.4391630069749519,,,,
002199.SZ,20250918,*ST东晶,9.86,-1.5,4573.25,151594.062804,32.835,-0.5994005994006013,,,,
603797.SH,20250918,联泰环保,4.6,-1.5,3151.0,116151.73649999998,39.95,0.6423982869379063,,,,
603701.SH,20250918,德宏股份,19.7,-1.5,9814.7,261753.90394,32.0873,-0.35000000000000586,,,,
300492.SZ,20250918,华图山鼎,78.8,-1.5,19994.91,538489.50816,32.0,0.0,,,,
002432.SZ,20250918,九安医疗,38.74,-1.5,29331.36,1215021.9435120001,70.794,0.0,,,,
300268.SZ,20250918,*ST佳沃,10.5,-1.5,1675.39,98323.66005,4.8806,-0.46904315196998336,,,,
600059.SH,20250918,古越龙山,9.84,-1.5,13658.07,551490.9229199999,17.8642,-0.10010010010009784,,,,
601298.SH,20250918,青岛港,8.52,-1.5,14012.43,564344.3520000001,41.2128,-0.11560693641617936,,,,
002783.SZ,20250918,凯龙股份,9.83,-1.5,14943.69,355295.537694,29.6406,0.0,,,,
688022.SH,20250918,瀚川智能,15.72,-1.5,11697.51,181244.254044,16.1104,0.25062656641603454,,,,
002497.SZ,20250918,雅化集团,13.75,-1.5,49471.93,1357498.319375,130.521,-0.42979942693409656,,,,
301499.SZ,20250918,维科精密,28.79,-1.51,9270.55,99508.94124300001,11.1302,0.20526855969893454,,,,
000852.SZ,20250918,石化机械,6.54,-1.51,9842.27,295216.11469799996,13.965,0.1506024096385561,,,,
603393.SH,20250918,新天然气,28.77,-1.51,14895.95,686350.736841,21.6006,-0.0684697021567926,,,,
688152.SH,20250918,麒麟信安,51.63,-1.51,19421.95,207018.466998,13.3658,0.305036245707746,,,,
603706.SH,20250918,东方环宇,20.25,-1.51,4233.19,119520.17775,5.3456,0.0,,,,
300832.SZ,20250918,新产业,68.57,-1.51,24036.84,2257672.564175,55.0946,0.17236426314275466,,,,
688106.SH,20250918,金宏气体,18.28,-1.51,17746.62,478383.55098000006,32.0995,-0.1616379310344751,,,,
601238.SH,20250918,广汽集团,7.83,-1.51,36431.82,1394315.479944,134.9115,0.0,,,,
603097.SH,20250918,江苏华辰,22.16,-1.51,4768.77,106368.0,13.3045,0.22222222222223476,,,,
688466.SH,20250918,金科环境,21.5,-1.51,3068.38,104548.1876,1.9399,0.4113605130554365,,,,
600973.SH,20250918,宝胜股份,5.21,-1.51,17321.59,394596.550815,35.9784,-0.5671077504725952,,,,
688561.SH,20250918,奇安信-U,35.75,-1.52,55049.37,962072.329075,38.9644,0.0,,,,
600012.SH,20250918,皖通高速,13.0,-1.52,16574.52,307793.5627,79.728,0.0,,,,
002877.SZ,20250918,智能自控,9.1,-1.52,9041.0,163973.62072,43.4294,0.21645021645020357,,,,
002334.SZ,20250918,英威腾,9.75,-1.52,59154.63,698931.79395,179.322,-0.20202020202019222,,,,
000989.SZ,20250918,九芝堂,10.39,-1.52,17946.29,507108.44234700006,77.91,0.4739336492890933,,,,
600987.SH,20250918,航民股份,7.14,-1.52,8495.84,338893.02426,33.8108,-0.13793103448275223,,,,
601366.SH,20250918,利群股份,4.54,-1.52,5724.09,245944.778498,15.7201,0.0,,,,
688070.SH,20250918,纵横股份,51.2,-1.52,8250.34,196915.2,12.6235,-0.6926331986920609,,,,
000759.SZ,20250918,中百集团,7.77,-1.52,41264.97,324337.889337,234.077,0.12674271229404788,,,,
600389.SH,20250918,江山股份,25.25,-1.52,16656.28,772452.6939750001,27.2529,-0.6630265210608499,,,,
688581.SH,20250918,安杰思,72.5,-1.52,7782.77,213047.63725,25.0478,0.06791632708502693,,,,
300777.SZ,20250918,中简科技,34.95,-1.52,41002.42,1176170.23902,40.1037,0.0,,,,
002382.SZ,20250918,蓝帆医疗,5.82,-1.52,6660.59,444372.095916,5.009316,0.0,,,,
600017.SH,20250918,日照港,3.23,-1.52,13054.87,497641.421345,46.576,0.0,,,,
603027.SH,20250918,千禾味业,11.62,-1.53,12446.54,584952.971778,28.1078,0.08474576271186862,,,,
300772.SZ,20250918,运达股份,18.72,-1.53,100332.72,780664.9949279999,376.0575,-0.8416622830089482,,,,
002387.SZ,20250918,维信诺,9.68,-1.53,27663.79,809159.2586000001,283.0425,-0.8138351983723258,,,,
600968.SH,20250918,海油发展,3.87,-1.53,16978.3,721795.325013,86.0982,-0.5089058524173073,,,,
600057.SH,20250918,厦门象屿,7.09,-1.53,9978.95,720781.6720809999,8.8437,-0.1388888888888884,,,,
301590.SZ,20250918,优优绿能,192.02,-1.53,24963.88,156775.919524,85.8,0.0,,,,
000547.SZ,20250918,航天发展,7.73,-1.53,19416.33,949790.3347560001,78.2856,0.1273885350318471,,,,
688459.SH,20250918,哈铁科技,10.3,-1.53,3869.25,115349.75047000001,11.529,0.3824091778202643,,,,
603779.SH,20250918,威龙股份,7.08,-1.53,5059.6,156880.45248,8.7718,0.0,,,,
600731.SH,20250918,湖南海利,7.08,-1.53,9298.53,302086.47772799997,20.132,0.0,,,,
600741.SH,20250918,华域汽车,19.95,-1.53,56573.01,2621551.4057249995,195.509,0.0,,,,
002489.SZ,20250918,浙江永强,3.86,-1.53,17603.0,386857.156618,45.9425,-0.25510204081632404,,,,
002268.SZ,20250918,电科网安,17.37,-1.53,26870.59,932589.9031410001,56.9772,0.0,,,,
600771.SH,20250918,广誉远,19.29,-1.53,19905.93,801032.051217,33.286,-0.05104645227157478,,,,
000027.SZ,20250918,深圳能源,6.43,-1.53,15524.66,764098.329904,60.5984,0.0,,,,
688485.SH,20250918,九州一轨,13.49,-1.53,2819.61,113591.69378100001,10.4892,0.43722627737226016,,,,
688058.SH,20250918,宝兰德,29.55,-1.53,6153.26,121753.674135,5.6259,-1.3328890369876834,,,,
600780.SH,20250918,通宝能源,5.78,-1.53,8231.43,272864.582056,8.1593,0.0,,,,
300318.SZ,20250918,博晖创新,5.78,-1.53,4152.83,214321.53589,6.7735,0.34071550255536653,,,,
002376.SZ,20250918,新北洋,7.7,-1.53,20112.69,426385.53727000003,221.674,1.0230179028132946,,,,
600660.SH,20250918,福耀玻璃,73.06,-1.54,128484.77,10365875.745368,726.96,0.48517520215634047,,,,
831087.BJ,20250918,秋乐种业,16.66,-1.54,6534.0,117834.995474,10.068271000000001,0.059101654846327456,,,,
002601.SZ,20250918,龙佰集团,19.21,-1.54,56305.1,2839074.743815,104.52,-0.05125576627371675,,,,
600326.SH,20250918,西藏天路,13.44,-1.54,163870.96,1371547.3968,1427.0342,-1.465201465201471,,,,
002426.SZ,20250918,胜利精密,3.84,-1.54,138811.81,1123077.0958079998,624.0605,1.2820512820512997,,,,
600346.SH,20250918,恒力石化,16.63,-1.54,29253.71,3082953.5744079994,13.3431,0.0,,,,
688113.SH,20250918,联测科技,40.28,-1.54,6387.19,155969.53738,9.3274,0.43974578342704795,,,,
603310.SH,20250918,巍华新材,17.9,-1.54,6135.05,227150.99999999997,46.4128,-0.2750275027502802,,,,
000421.SZ,20250918,南京公用,6.38,-1.54,5550.92,168244.2047,6.46,-0.30864197530865445,,,,
002076.SZ,20250918,*ST星光,1.91,-1.55,8851.29,174862.521544,22.4055,0.5154639175257714,,,,
688182.SH,20250918,灿勤科技,24.82,-1.55,19263.09,293979.7454,91.2365,-0.7933359777865912,,,,
600981.SH,20250918,苏豪汇鸿,3.18,-1.55,16397.94,232407.813558,66.5275,0.6191950464396356,,,,
300008.SZ,20250918,天海防务,6.36,-1.55,55992.88,853423.4916960001,44.5094,0.0,,,,
000537.SZ,20250918,中绿电,8.9,-1.55,18479.01,577336.51635,108.48,0.0,,,,
000919.SZ,20250918,金陵药业,6.99,-1.55,8165.33,253301.067252,19.0816,0.28169014084507005,,,,
603020.SH,20250918,爱普股份,9.53,-1.55,8484.92,241017.043124,112.7464,-0.6198347107438051,,,,
601077.SH,20250918,渝农商行,6.35,-1.55,53410.55,3333632.135745,139.6226,0.31007751937983663,,,,
300856.SZ,20250918,科思股份,13.97,-1.55,7246.21,237003.348065,13.8225,0.42283298097252064,,,,
835185.BJ,20250918,贝特瑞,31.11,-1.55,54455.76,907475.616999,239.53986,0.6329113924050667,,,,
002643.SZ,20250918,万润股份,13.33,-1.55,29426.73,689760.451433,44.82,-0.2954209748892156,,,,
301321.SZ,20250918,翰博高新,17.77,-1.55,9878.32,166403.724728,25.6399,-0.6648199445983383,,,,
600817.SH,20250918,宇通重工,12.04,-1.55,7695.55,186339.988128,15.5194,-0.08176614881438837,,,,
002442.SZ,20250918,龙星科技,6.33,-1.56,5497.01,187249.322628,24.3432,0.15552099533437946,,,,
002030.SZ,20250918,达安基因,6.33,-1.56,13605.57,607387.0020239999,15.5606,0.0,,,,
300134.SZ,20250918,大富科技,13.29,-1.56,35370.34,457107.46346999996,115.1157,-0.9629629629629655,,,,
002393.SZ,20250918,力生制药,23.41,-1.56,13086.54,278882.758796,14.9688,-0.0841042893187538,,,,
001390.SZ,20250918,古麒绒材,25.3,-1.56,10499.41,123967.08291,112.8669,0.03891050583657574,,,,
600435.SH,20250918,北方导航,13.91,-1.56,55109.13,1293994.926068,75.5955,0.0,,,,
002026.SZ,20250918,山东威达,13.91,-1.56,26190.04,389704.40029300004,39.5646,-0.7077140835102691,,,,
002198.SZ,20250918,嘉应制药,6.32,-1.56,5689.29,249198.839984,16.2288,0.31152647975078995,,,,
000822.SZ,20250918,山东海化,5.68,-1.56,10221.55,303336.451264,9.1584,-0.17331022530329143,,,,
603866.SH,20250918,桃李面包,5.67,-1.56,13386.79,338505.790959,19.1475,-0.17361111111110494,,,,
000516.SZ,20250918,国际医学,5.04,-1.56,17673.64,764963.3098800001,19.5584,0.0,,,,
688097.SH,20250918,博众精工,37.16,-1.56,34266.13,486072.4836519999,57.1612,0.1059602649006619,,,,
002746.SZ,20250918,仙坛股份,6.29,-1.56,10632.35,289521.55078600004,23.7708,0.0,,,,
688360.SH,20250918,德马科技,22.64,-1.57,24749.68,293992.650504,73.5987,-0.8260869565217432,,,,
002925.SZ,20250918,盈趣科技,17.61,-1.57,15115.37,442999.813827,13.246,0.05589714924538747,,,,
603989.SH,20250918,艾华集团,19.49,-1.57,31211.87,270193.966798,382.4,1.0101010101010166,,,,
605337.SH,20250918,李子园,13.2,-1.57,10848.5,200105.98872,26.6904,0.5219985085756829,,,,
600293.SH,20250918,三峡新材,3.14,-1.57,9525.58,260863.01872999998,7.9431,0.0,,,,
301235.SZ,20250918,华康洁净,32.64,-1.57,11418.63,155085.624192,152.2683,-0.3920386007237542,,,,
600023.SH,20250918,浙能电力,5.02,-1.57,55409.62,1804974.005496,59.364,0.0,,,,
688297.SH,20250918,中无人机,47.01,-1.57,50875.68,1007474.3797529999,90.8106,-0.5234505862646621,,,,
000902.SZ,20250918,新洋丰,13.79,-1.57,23660.26,765259.2965289999,16.0056,0.21413276231263545,,,,
600327.SH,20250918,大东方,5.01,-1.57,16561.23,245102.800146,28.407,0.19646365422396617,,,,
300581.SZ,20250918,晨曦航空,16.9,-1.57,47962.44,449278.34406,118.5065,-0.11648223645895905,,,,
002977.SZ,20250918,天箭科技,33.8,-1.57,10225.84,165198.0746,7.9143,0.2038439138031256,,,,
601169.SH,20250918,北京银行,5.63,-1.57,156793.43,8245120.3265309995,462.8736,0.34965034965035446,,,,
300557.SZ,20250918,理工光科,28.15,-1.57,10602.24,174572.63035999998,29.8298,0.0,,,,
603212.SH,20250918,赛伍技术,11.85,-1.58,24751.74,317624.20998,26.7732,0.16611295681063787,,,,
000951.SZ,20250918,中国重汽,16.84,-1.58,26476.84,957301.7690559999,76.3106,0.0,,,,
603519.SH,20250918,立霸股份,12.47,-1.58,3762.99,157976.902049,15.4696,0.0789265982636067,,,,
001872.SZ,20250918,招商港口,20.57,-1.58,7941.41,463600.00766199996,21.7256,-0.04784688995214115,,,,
300963.SZ,20250918,中洲特材,18.07,-1.58,21659.29,362935.28141,14.664,-0.16339869281046804,,,,
300585.SZ,20250918,奥联电子,16.8,-1.58,20992.55,168883.344,28.5096,-0.5858230814294152,,,,
300783.SZ,20250918,三只松鼠,25.48,-1.58,28203.88,593923.2572,64.825,0.15449980687523013,,,,
301086.SZ,20250918,鸿富瀚,69.46,-1.59,28304.4,193605.858,284.97,-2.238594502691982,,,,
600108.SH,20250918,亚盛集团,3.1,-1.59,14606.64,434047.35188000003,61.3935,0.0,,,,
301266.SZ,20250918,宇邦新材,34.69,-1.59,13186.26,150433.50761699997,15.136,-0.14184397163119478,,,,
600015.SH,20250918,华夏银行,6.81,-1.59,72780.52,3471625.521954,460.8854,0.28901734104047616,,,,
002367.SZ,20250918,康力电梯,6.81,-1.59,8848.94,285142.82092499995,18.0612,0.0,,,,
688570.SH,20250918,天玛智控,19.8,-1.59,5406.45,247391.1,1.006,0.0,,,,
301329.SZ,20250918,信音电子,21.02,-1.59,6738.26,126002.28799999999,4.4919,0.1404494382022614,,,,
603970.SH,20250918,中农立华,13.6,-1.59,4832.54,147324.08623999998,10.764,-0.14471780028942893,,,,
301019.SZ,20250918,宁波色母,16.69,-1.59,4093.65,146618.899488,15.6676,0.4127358490566113,,,,
002074.SZ,20250918,国轩高科,44.5,-1.59,738612.79,4630172.62795,3183.332355,-0.1547987616099089,,,,
688312.SH,20250918,燕麦科技,29.02,-1.59,6972.73,218372.316506,8.3536,-0.711766700576455,,,,
603035.SH,20250918,常熟汽饰,16.66,-1.59,43581.32,436382.128966,164.8262,0.05906674542233148,,,,
301317.SZ,20250918,鑫磊股份,33.93,-1.6,9374.91,152006.4,14.427,-0.3770301624129835,,,,
603811.SH,20250918,诚意药业,13.57,-1.6,10786.91,324608.60507600004,9.1014,0.0,,,,
300140.SZ,20250918,节能环境,6.16,-1.6,7755.37,379742.677776,11.3125,-0.15974440894568342,,,,
300525.SZ,20250918,博思软件,14.16,-1.6,37932.67,751284.1095840001,29.848,-0.2779708130646319,,,,
600984.SH,20250918,建设机械,3.69,-1.6,12931.8,282413.479158,59.1852,-0.7999999999999896,,,,
000897.SZ,20250918,津滨发展,2.46,-1.6,21338.85,314616.606324,187.4217,0.40000000000000036,,,,
000766.SZ,20250918,通化金马,26.44,-1.6,67667.21,2051764.308564,387.684,-0.6326758466691507,,,,
301525.SZ,20250918,儒竞科技,100.07,-1.6,42886.34,440792.32879299996,128.4986,-0.5113077679449352,,,,
603385.SH,20250918,惠达卫浴,6.75,-1.6,3128.82,103067.55225,96.119,1.1661807580174877,,,,
000858.SZ,20250918,五 粮 液,123.94,-1.6,343400.24,21626325.48911,832.5295,-0.007939028262937686,,,,
920008.BJ,20250918,成电光信,32.5,-1.6,4960.66,96807.12925,10.8999,0.0,,,,
000812.SZ,20250918,陕西金叶,4.9,-1.61,13994.56,310628.2627,46.8561,0.20080321285140812,,,,
600177.SH,20250918,雅戈尔,7.34,-1.61,17653.14,1445375.052614,119.52,0.13404825737264314,,,,
002132.SZ,20250918,恒星科技,3.67,-1.61,17360.26,425556.615637,38.046,0.0,,,,
834599.BJ,20250918,同力股份,20.17,-1.61,11786.17,473722.98132900003,16.861289000000003,0.14634146341463428,,,,
603801.SH,20250918,志邦家居,9.78,-1.61,9118.71,228381.57710999998,26.5398,0.0,,,,
603648.SH,20250918,畅联股份,11.0,-1.61,5465.76,201321.09139999998,5.3568,-0.17889087656529634,,,,
301608.SZ,20250918,博实结,93.99,-1.61,22561.52,231090.3933,50.3447,-0.5652674552496628,,,,
600763.SH,20250918,通策医疗,45.77,-1.61,54681.7,1353418.524686,132.1168,0.0,,,,
600229.SH,20250918,城市传媒,6.71,-1.61,4110.95,168744.088513,16.5726,0.0,,,,
002567.SZ,20250918,唐人神,4.88,-1.61,26132.42,572060.118896,86.724,-0.20161290322580072,,,,
001227.SZ,20250918,兰州银行,2.44,-1.61,25991.05,913549.41268,216.2064,0.0,,,,
000906.SZ,20250918,浙商中拓,6.1,-1.61,6552.3,232092.7207,83.0898,0.1612903225806317,,,,
301036.SZ,20250918,双乐股份,34.74,-1.61,7201.4,161619.28659,81.2427,-0.39648824695553975,,,,
300434.SZ,20250918,金石亚药,9.75,-1.61,9499.97,196187.17852500002,16.6488,0.0,,,,
600589.SH,20250918,大位科技,7.92,-1.61,76958.31,988788.15288,312.1931,0.4968944099378758,,,,
300050.SZ,20250918,世纪鼎利,6.7,-1.62,29582.0,300675.53083,134.064,0.4405286343612369,,,,
300123.SZ,20250918,亚光科技,6.09,-1.62,18516.49,504392.226513,45.4965,0.0,,,,
300230.SZ,20250918,永利股份,5.48,-1.62,17691.26,304665.691468,37.74,-0.35906642728905647,,,,
000576.SZ,20250918,甘化科工,10.96,-1.62,12281.21,297430.13565600006,70.6095,-0.8078994614003632,,,,
600979.SH,20250918,广安爱众,4.87,-1.62,18487.86,388054.749,60.0656,0.20202020202020332,,,,
688425.SH,20250918,铁建重工,5.47,-1.62,29353.75,808442.479,99.2418,-0.17985611510791255,,,,
300781.SZ,20250918,因赛集团,40.71,-1.62,24288.16,301479.61482,56.1974,-0.8699855002416657,,,,
600000.SH,20250918,浦发银行,12.75,-1.62,136575.87,13612630.420725001,116.1242,0.0,,,,
605599.SH,20250918,菜百股份,13.94,-1.62,7943.08,403947.718908,26.838,0.21171489061397875,,,,
920128.BJ,20250918,胜业电气,32.69,-1.63,3444.03,68076.92499999999,6.86415,0.8125188083057511,,,,
603068.SH,20250918,博通集成,42.93,-1.63,43672.16,391779.407529,179.2371,-0.0687442713107278,,,,
600232.SH,20250918,金鹰股份,6.65,-1.63,5995.63,120660.98684500002,17.7898,0.4437869822485174,,,,
603036.SH,20250918,如通股份,20.55,-1.63,21556.86,328229.47651500005,34.86,-0.6701771182383909,,,,
600886.SH,20250918,国投电力,13.29,-1.63,48028.15,3090353.783244,103.428,0.07401924500369805,,,,
301050.SZ,20250918,雷电微力,48.33,-1.63,36085.66,800606.1638069999,84.3316,-0.20354162426216016,,,,
601006.SH,20250918,大秦铁路,6.04,-1.63,86339.51,6211295.403244,168.2974,0.0,,,,
001336.SZ,20250918,楚环科技,22.95,-1.63,3272.9,67268.9286,25.4297,0.0,,,,
002250.SZ,20250918,联化科技,10.87,-1.63,50880.39,730462.155361,354.1412,0.09049773755656076,,,,
837023.BJ,20250918,芭薇股份,18.71,-1.63,5142.7,72178.405208,13.6872,-0.0525762355415238,,,,
300943.SZ,20250918,春晖智控,16.9,-1.63,10440.08,186922.11369,12.5779,0.29103608847498297,,,,
300231.SZ,20250918,银信科技,12.07,-1.63,25078.31,414943.26869000006,49.6947,-0.4889975550122161,,,,
603061.SH,20250918,金海通,109.19,-1.63,24083.99,333458.889675,63.213,-0.09009009009008917,,,,
872925.BJ,20250918,锦好医疗,30.15,-1.63,3247.42,113864.619645,2.154874,0.29363784665579207,,,,
603456.SH,20250918,九洲药业,19.9,-1.63,82564.98,984979.9440399999,222.7005,1.0874938210578389,,,,
300349.SZ,20250918,金卡智能,12.66,-1.63,12670.66,332767.480926,41.6664,-0.07770007770007137,,,,
600101.SH,20250918,明星电力,9.64,-1.63,12748.76,362177.54450799996,39.0621,-0.10204081632654294,,,,
603386.SH,20250918,骏亚科技,15.05,-1.63,17161.97,208936.23030000002,32.5677,-0.06535947712419388,,,,
001286.SZ,20250918,陕西能源,9.03,-1.63,12867.19,616736.311044,58.2295,-0.10893246187363426,,,,
688369.SH,20250918,致远互联,27.69,-1.63,25039.69,251850.022749,12.3184,-0.00035523978685336743,,,,
603966.SH,20250918,法兰泰克,10.83,-1.63,13506.84,275884.88204999996,7.3834,0.09082652134422275,,,,
300594.SZ,20250918,朗进科技,18.05,-1.63,6147.17,100923.190625,57.4417,0.6539509536784616,,,,
300163.SZ,20250918,先锋新材,3.61,-1.63,11928.35,154048.856374,163.4859,1.6348773841961872,,,,
600426.SH,20250918,华鲁恒升,25.87,-1.63,34754.24,3720403.968073,36.557,0.0,,,,
001338.SZ,20250918,永顺泰,11.43,-1.64,7522.66,269695.971783,7.54,-0.1721170395869165,,,,
300888.SZ,20250918,稳健医疗,39.09,-1.64,30139.86,684400.936329,44.6432,0.3019627579265105,,,,
601339.SH,20250918,百隆东方,5.4,-1.64,7338.1,208160.40312000003,20.0186,0.7285974499089187,,,,
600028.SH,20250918,中国石化,5.4,-1.64,88225.27,7632242.065080001,430.454,-0.18214936247722413,,,,
300174.SZ,20250918,元力股份,17.4,-1.64,23671.57,487977.09618,55.8688,-0.056529112492942346,,,,
300613.SZ,20250918,富瀚微,50.36,-1.64,45472.85,595034.3059319999,56.331,0.01953125000000444,,,,
603233.SH,20250918,大参林,17.37,-1.64,15630.45,781504.038153,24.0176,0.0,,,,
300600.SZ,20250918,国瑞科技,16.16,-1.64,23500.72,232330.30969599998,43.4378,-0.6086427267194217,,,,
920007.BJ,20250918,酉立智能,75.38,-1.64,3184.76,80225.8033,181.406048,0.31315240083507057,,,,
605081.SH,20250918,*ST太和,13.16,-1.64,2423.3,105863.65258,0.4032,0.4484304932735439,,,,
601801.SH,20250918,皖新传媒,6.58,-1.64,10187.49,283152.120776,26.013,-0.2989536621823663,,,,
600960.SH,20250918,渤海汽车,4.78,-1.65,14027.25,250991.41296400002,33.154,-0.4115226337448652,,,,
600563.SH,20250918,法拉电子,118.3,-1.65,54335.35,1528196.75008,75.8016,0.03325573661456804,,,,
600797.SH,20250918,浙大网新,10.75,-1.65,101330.88,1024235.88775,383.711,-0.5489478499542622,,,,
603377.SH,20250918,ST东时,3.58,-1.65,2736.99,160740.196396,32.472,-1.098901098901095,,,,
600261.SH,20250918,阳光照明,3.58,-1.65,13641.33,254956.54997200004,43.0976,0.0,,,,
603100.SH,20250918,川仪股份,23.86,-1.65,23027.96,556257.0463759999,30.5943,-0.7007419620775002,,,,
688586.SH,20250918,江航装备,10.73,-1.65,10103.31,321574.696444,4.8505,-0.09165902841429263,,,,
603209.SH,20250918,兴通股份,14.89,-1.65,4091.85,207618.715,2.4208,-0.06605019815059121,,,,
601166.SH,20250918,兴业银行,20.25,-1.65,270663.32,32332642.402725,735.8721,0.19426906265176402,,,,
600528.SH,20250918,中铁工业,8.33,-1.65,24969.04,813629.354692,61.6496,0.11806375442737771,,,,
002867.SZ,20250918,周大生,13.67,-1.65,16245.78,534831.794704,17.097,0.0,,,,
600642.SH,20250918,申能股份,7.72,-1.66,22435.53,1312452.89744,119.0112,-0.1273885350318471,,,,
300011.SZ,20250918,鼎汉技术,8.31,-1.66,12041.47,315320.86502100003,16.6662,0.11834319526629056,,,,
002543.SZ,20250918,万和电气,11.87,-1.66,5242.61,274557.76016199996,10.604,-0.1657000828500399,,,,
300952.SZ,20250918,恒辉安防,33.8,-1.66,62886.75,244335.31251999998,97.4404,-0.1745708466685869,,,,
300756.SZ,20250918,金马游乐,40.3,-1.66,28091.81,509762.19177,55.323,0.0,,,,
688089.SH,20250918,嘉必优,26.07,-1.66,10590.41,236010.609846,8.7549,0.07544322897019562,,,,
002576.SZ,20250918,通达动力,18.95,-1.66,22630.17,219587.997045,100.9698,0.570835495589006,,,,
600929.SH,20250918,雪天盐业,5.92,-1.66,12982.18,367145.659568,62.2035,-0.16611295681062677,,,,
300383.SZ,20250918,光环新网,14.8,-1.66,134439.09,2032525.22392,242.5262,-0.46511627906976605,,,,
688768.SH,20250918,容知日新,49.09,-1.66,9476.87,267314.897087,24.2938,0.3205128205128194,,,,
601808.SH,20250918,中海油服,13.6,-1.66,16289.9,747484.152,64.0329,0.0,,,,
871396.BJ,20250918,常辅股份,31.92,-1.66,6041.23,116173.487976,0.0,-100.0,,,,
688184.SH,20250918,ST帕瓦,10.64,-1.66,2866.79,87032.902824,8.664,0.09242144177448175,,,,
836395.BJ,20250918,朗鸿科技,15.34,-1.67,4520.72,88244.16301999999,11.1328,0.512820512820511,,,,
600717.SH,20250918,天津港,4.72,-1.67,18359.52,584348.9889679999,33.2426,-0.2083333333333326,,,,
600645.SH,20250918,中源协和,24.78,-1.67,29300.7,892767.6276540001,133.3872,-0.31746031746030523,,,,
688358.SH,20250918,祥生医疗,30.08,-1.67,6113.92,94452.947648,1.9887,0.32625040863027976,,,,
603115.SH,20250918,海星股份,18.28,-1.67,10233.62,154761.40480000002,32.55,0.05379236148468358,,,,
301395.SZ,20250918,仁信新材,11.2,-1.67,3870.86,153922.09055999998,2.508,0.08779631255486642,,,,
300384.SZ,20250918,三联虹普,17.06,-1.67,10094.87,262590.481616,20.2995,0.0,,,,
300834.SZ,20250918,星辉环材,22.94,-1.67,3281.94,158022.90114,3.2662,0.0,,,,
600617.SH,20250918,国新能源,2.94,-1.67,11728.14,205120.97613,46.3151,0.0,,,,
600999.SH,20250918,XD招商证,17.05,-1.67,211713.05,5142855.55344,1305.5584,0.5767012687428075,,,,
688317.SH,20250918,之江生物,24.69,-1.67,8500.67,299209.317891,1.5072,0.039824771007568316,,,,
601919.SH,20250918,中远海控,14.69,-1.67,162803.83,7602978.937398,377.7865,0.0669344042838027,,,,
003008.SZ,20250918,开普检测,21.74,-1.67,2806.29,103635.72352399999,30.8302,0.3165988240615203,,,,
300580.SZ,20250918,贝斯特,30.55,-1.67,127422.6,612998.47713,806.9895,-0.06437077566784355,,,,
600650.SH,20250918,锦江在线,16.43,-1.68,23278.43,283601.71644600003,69.138,-0.05984440454818163,,,,
430047.BJ,20250918,诺思兰德,25.23,-1.68,8934.7,415221.2591370001,13.5945,-0.0389711613406174,,,,
601216.SH,20250918,君正集团,5.28,-1.68,66064.08,1673596.84272,535.2675,-0.3724394785847407,,,,
000913.SZ,20250918,钱江摩托,17.6,-1.68,23789.13,484478.02128000004,26.1486,0.055865921787723316,,,,
000711.SZ,20250918,ST京蓝,1.76,-1.68,6952.64,363847.294976,68.1918,-0.5586592178770999,,,,
